time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-26 00:00:00+00:00,18,1,40,18
2024-05-27 00:00:00+00:00,43,7,45,26
2024-05-28 00:00:00+00:00,108,7,157,24
2024-05-29 00:00:00+00:00,52,4,62,19
2024-05-30 00:00:00+00:00,231,8,75,21
2024-05-31 00:00:00+00:00,114,12,43,23
2024-06-01 00:00:00+00:00,26,14,33,14
2024-06-02 00:00:00+00:00,3,2,49,18
2024-06-03 00:00:00+00:00,60,7,104,31
2024-06-04 00:00:00+00:00,106,10,156,23
2024-06-05 00:00:00+00:00,205,13,190,27
2024-06-06 00:00:00+00:00,180,25,96,33
2024-06-07 00:00:00+00:00,25,6,33,21
2024-06-08 00:00:00+00:00,27,5,14,7
