url_path,views_total,views_unique
/instill-ai/instill-core,784,526
/instill-ai/instill-core/tree/main/charts/instill-core,80,29
/instill-ai/instill-core/commits,44,5
/instill-ai/instill-core/tree/main/charts/instill-core/templates,39,11
/instill-ai/instill-core/pulls,37,21
/instill-ai/instill-core/tree/main/release-please,33,13
/instill-ai/instill-core/releases,28,15
/instill-ai/instill-core/pull/414,24,6
/instill-ai/instill-core/blob/main/Dockerfile,21,7
/instill-ai/instill-core/tree/main/charts/instill-core/templates/pipeline-backend,19,9
