time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-29 00:00:00+00:00,14,5,24,9
2025-08-30 00:00:00+00:00,3,3,19,6
2025-08-31 00:00:00+00:00,53,18,5,5
2025-09-01 00:00:00+00:00,72,12,15,11
2025-09-02 00:00:00+00:00,213,30,43,22
2025-09-03 00:00:00+00:00,85,15,25,15
2025-09-04 00:00:00+00:00,61,15,22,7
2025-09-05 00:00:00+00:00,19,5,25,7
2025-09-06 00:00:00+00:00,8,5,8,5
2025-09-07 00:00:00+00:00,8,4,15,4
2025-09-08 00:00:00+00:00,44,15,9,7
2025-09-09 00:00:00+00:00,228,45,205,12
2025-09-10 00:00:00+00:00,54,10,66,18
2025-09-11 00:00:00+00:00,124,26,27,15
