referrer,views_total,views_unique
github.com,201,51
Google,51,13
instill.tech,48,17
grep.app,10,1
l.facebook.com,7,4
com.google.android.gm,6,5
medium.com,6,2
DuckDuckGo,5,1
mail.qq.com,4,3
Bing,3,3
