time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-09 00:00:00+00:00,9,9,33,8
2025-08-10 00:00:00+00:00,22,13,29,7
2025-08-11 00:00:00+00:00,32,7,38,10
2025-08-12 00:00:00+00:00,188,33,117,23
2025-08-13 00:00:00+00:00,9,7,97,15
2025-08-14 00:00:00+00:00,14,10,123,14
2025-08-15 00:00:00+00:00,19,7,46,10
2025-08-16 00:00:00+00:00,5,4,66,14
2025-08-17 00:00:00+00:00,44,8,12,7
2025-08-18 00:00:00+00:00,22,9,47,14
2025-08-19 00:00:00+00:00,34,19,65,10
2025-08-20 00:00:00+00:00,21,9,3,1
2025-08-21 00:00:00+00:00,19,9,56,5
2025-08-22 00:00:00+00:00,126,24,153,37
