referrer,views_total,views_unique
github.com,152,98
com.google.android.gm,130,71
mail.google.com,86,62
Google,62,25
mail.qq.com,31,21
instill.tech,15,5
mail.163.com,13,7
mail.zju.edu.cn,11,1
medium.com,8,5
indiehackers.com,7,2
