time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-08 00:00:00+00:00,74,4,16,12
2024-09-09 00:00:00+00:00,91,5,47,18
2024-09-10 00:00:00+00:00,189,12,93,29
2024-09-11 00:00:00+00:00,57,5,135,15
2024-09-12 00:00:00+00:00,31,3,35,13
2024-09-13 00:00:00+00:00,138,11,83,11
2024-09-14 00:00:00+00:00,8,4,41,15
2024-09-15 00:00:00+00:00,5,2,14,10
2024-09-16 00:00:00+00:00,55,5,126,25
2024-09-17 00:00:00+00:00,63,3,83,17
2024-09-18 00:00:00+00:00,36,2,54,20
2024-09-19 00:00:00+00:00,21,3,51,18
2024-09-20 00:00:00+00:00,40,3,43,18
2024-09-21 00:00:00+00:00,15,4,17,10
