url_path,views_total,views_unique
/instill-ai/instill-core,550,343
/instill-ai/instill-core/pulls,47,19
/instill-ai/instill-core/tree/main/examples,31,12
/instill-ai/instill-core/tree/main/protocol,29,11
/instill-ai/instill-core/tree/main/test,29,5
/instill-ai/instill-core/tree/main/charts/instill-core,28,9
/instill-ai/instill-core/tree/main/model-hub,27,11
/instill-ai/instill-core/releases/tag/v0.16.0-alpha,26,6
/instill-ai/instill-core/blob/main/LICENSE,24,9
/instill-ai/instill-core/blob/main/.github/CONTRIBUTING.md,24,7
