url_path,views_total,views_unique
/instill-ai/instill-core,446,236
/instill-ai/instill-core/commits/main,105,7
/instill-ai/instill-core/issues,45,19
/instill-ai/instill-core/tree/main/charts/core,33,8
/instill-ai/instill-core/blob/main/charts/core/values.yaml,26,3
/instill-ai/instill-core/tree/main/charts/core/templates,25,5
/instill-ai/instill-core/issues/1023,23,6
/instill-ai/instill-core/issues/1021,22,8
/instill-ai/instill-core/blob/main/README.md,22,7
/instill-ai/instill-core/stargazers,22,7
