url_path,views_total,views_unique
/instill-ai/instill-core,431,292
/instill-ai/instill-core/tree/main/examples,36,14
/instill-ai/instill-core/tree/main/charts/instill-core,35,9
/instill-ai/instill-core/tree/main/protocol,29,10
/instill-ai/instill-core/tree/main/release-please,25,10
/instill-ai/instill-core/blob/main/LICENSE,24,8
/instill-ai/instill-core/tree/main/test,16,6
/instill-ai/instill-core/releases/tag/v0.18.0-alpha,16,1
/instill-ai/instill-core/tree/main/charts/instill-core/templates,15,7
/instill-ai/instill-core/blob/main/docker-compose.yml,14,5
