referrer,views_total,views_unique
github.com,233,78
Google,62,20
forms.clickup.com,31,6
mail.google.com,14,1
com.google.android.gm,9,9
instill.tech,5,3
crowd.mailchimp.com,4,2
m.facebook.com,3,2
mail.zoho.com,2,1
mail.qq.com,1,1
