time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-25 00:00:00+00:00,133,23,45,14
2025-06-26 00:00:00+00:00,143,22,46,8
2025-06-27 00:00:00+00:00,43,6,25,13
2025-06-28 00:00:00+00:00,70,24,10,7
2025-06-29 00:00:00+00:00,147,40,27,9
2025-06-30 00:00:00+00:00,71,17,23,14
2025-07-01 00:00:00+00:00,108,16,56,12
2025-07-02 00:00:00+00:00,114,27,36,12
2025-07-03 00:00:00+00:00,29,11,66,20
2025-07-04 00:00:00+00:00,48,11,86,22
2025-07-05 00:00:00+00:00,17,4,18,10
2025-07-06 00:00:00+00:00,10,3,43,11
2025-07-07 00:00:00+00:00,38,10,32,15
2025-07-08 00:00:00+00:00,35,15,46,16
