time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-25 00:00:00+00:00,8,8,39,17
2025-04-26 00:00:00+00:00,6,5,10,5
2025-04-27 00:00:00+00:00,12,4,9,6
2025-04-28 00:00:00+00:00,3,3,36,13
2025-04-29 00:00:00+00:00,47,7,48,9
2025-04-30 00:00:00+00:00,82,9,76,9
2025-05-01 00:00:00+00:00,90,12,87,5
2025-05-02 00:00:00+00:00,400,22,173,10
2025-05-03 00:00:00+00:00,7,5,13,11
2025-05-04 00:00:00+00:00,18,4,50,5
2025-05-05 00:00:00+00:00,53,5,21,9
2025-05-06 00:00:00+00:00,59,7,33,13
2025-05-07 00:00:00+00:00,110,22,40,11
2025-05-08 00:00:00+00:00,59,16,40,9
