url_path,views_total,views_unique
/instill-ai/instill-core,674,398
/instill-ai/instill-core/tree/main/examples/streamlit/yolov7,28,12
/instill-ai/instill-core/tree/main/protocol,19,12
/instill-ai/instill-core/issues,19,7
/instill-ai/instill-core/search,12,3
/instill-ai/instill-core/blob/main/protocol/instill-core_protocol.yaml,11,4
/instill-ai/instill-core/blob/main/examples/streamlit/yolov7/main.py,9,6
/instill-ai/instill-core/tree/main/release-please,8,8
/instill-ai/instill-core/blob/main/docker-compose.yml,8,7
/instill-ai/instill-core/tree/main/examples/async/yolov7,7,5
