url_path,views_total,views_unique
/instill-ai/instill-core,555,388
/instill-ai/instill-core/tree/main/charts/instill-core,45,17
/instill-ai/instill-core/tree/main/release-please,37,15
/instill-ai/instill-core/tree/main/charts/instill-core/templates,15,3
/instill-ai/instill-core/tree/main,12,7
/instill-ai/instill-core/tree/main/.github/workflows,11,2
/instill-ai/instill-core/tree/main/.github,9,4
/instill-ai/instill-core/pulls,8,6
/instill-ai/instill-core/releases,8,5
/instill-ai/instill-core/tree/main/charts/instill-core/templates/internal,8,3
