referrer,views_total,views_unique
github.com,143,65
forms.clickup.com,33,10
t.co,32,9
Google,28,16
linkedin.com,24,11
facebook.com,19,17
l.facebook.com,13,6
m.facebook.com,8,7
com.google.android.gm,7,5
com.linkedin.android,5,4
