time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-11 00:00:00+00:00,20,13,15,9
2026-05-12 00:00:00+00:00,28,20,5,5
2026-05-13 00:00:00+00:00,46,17,5,4
2026-05-14 00:00:00+00:00,133,25,14,8
2026-05-15 00:00:00+00:00,14,7,9,8
2026-05-16 00:00:00+00:00,24,17,23,12
2026-05-17 00:00:00+00:00,16,8,17,10
2026-05-18 00:00:00+00:00,18,15,11,5
2026-05-19 00:00:00+00:00,20,11,9,4
2026-05-20 00:00:00+00:00,42,26,6,4
2026-05-21 00:00:00+00:00,44,18,4,4
2026-05-22 00:00:00+00:00,40,24,13,10
2026-05-23 00:00:00+00:00,36,18,7,5
2026-05-24 00:00:00+00:00,31,20,10,9
