time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-17 00:00:00+00:00,64,15,34,7
2025-11-18 00:00:00+00:00,119,36,13,5
2025-11-19 00:00:00+00:00,240,29,6,6
2025-11-20 00:00:00+00:00,66,9,15,11
2025-11-21 00:00:00+00:00,19,9,9,9
2025-11-22 00:00:00+00:00,2,2,9,7
2025-11-23 00:00:00+00:00,3,3,5,5
2025-11-24 00:00:00+00:00,50,11,4,4
2025-11-25 00:00:00+00:00,18,11,22,10
2025-11-26 00:00:00+00:00,59,52,45,7
2025-11-27 00:00:00+00:00,8,8,20,4
2025-11-28 00:00:00+00:00,12,11,14,6
2025-11-29 00:00:00+00:00,14,10,5,4
2025-11-30 00:00:00+00:00,7,7,7,4
