url_path,views_total,views_unique
/instill-ai/instill-core,213,112
/instill-ai/instill-core/pulls,93,4
/instill-ai/instill-core/pull/1270,32,4
/instill-ai/instill-core/tree/sarthakgupta/ins-8094-update-helm-chart-installation-url,20,9
/instill-ai/instill-core/actions,16,2
/instill-ai/instill-core/pull/1270/files,14,5
/instill-ai/instill-core/commits/sarthakgupta/ins-8094-update-helm-chart-installation-url,13,1
/instill-ai/instill-core/commits/main,11,4
/instill-ai/instill-core/pull/1269,9,2
/instill-ai/instill-core/blob/main/docker-compose-build.yml,8,4
