url_path,views_total,views_unique
/instill-ai/instill-core,304,178
/instill-ai/instill-core/pulls,40,9
/instill-ai/instill-core/issues,38,23
/instill-ai/instill-core/tree/main/charts/instill-core,36,4
/instill-ai/instill-core/tree/main/.github,35,3
/instill-ai/instill-core/actions,30,2
/instill-ai/instill-core/tree/main/charts/instill-core/templates,22,3
/instill-ai/instill-core/tree/main/release-please,19,4
/instill-ai/instill-core/tree/main/examples,18,7
/instill-ai/instill-core/tree/main/.github/workflows,16,1
