time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-18 00:00:00+00:00,61,13,45,22
2025-07-19 00:00:00+00:00,121,18,49,26
2025-07-20 00:00:00+00:00,145,28,41,12
2025-07-21 00:00:00+00:00,563,55,132,12
2025-07-22 00:00:00+00:00,320,40,50,14
2025-07-23 00:00:00+00:00,560,59,71,22
2025-07-24 00:00:00+00:00,854,93,315,18
2025-07-25 00:00:00+00:00,157,23,39,15
2025-07-26 00:00:00+00:00,121,34,40,9
2025-07-27 00:00:00+00:00,27,13,21,12
2025-07-28 00:00:00+00:00,40,8,54,21
2025-07-29 00:00:00+00:00,66,17,26,10
2025-07-30 00:00:00+00:00,180,23,91,22
2025-07-31 00:00:00+00:00,439,59,108,10
