url_path,views_total,views_unique
/instill-ai/instill-core,250,145
/instill-ai/instill-core/issues,21,13
/instill-ai/instill-core/tree/main/.github,21,4
/instill-ai/instill-core/tree/main/.github/workflows,20,4
/instill-ai/instill-core/blob/main/.github/workflows/e2e-test-demo.yml,14,2
/instill-ai/instill-core/releases/tag/v0.10.0-alpha,11,9
/instill-ai/instill-core/tree/main/model-hub,10,4
/instill-ai/instill-core/blob/heiru/ins-778-include-optional-log-services-in-ce-instill-core/Makefile,9,3
/instill-ai/instill-core/blob/heiru/ins-778-include-optional-log-services-in-ce-instill-core/charts/instill-core/values.yaml,8,1
/instill-ai/instill-core/commit/d3cd32d923297a410b9046e8987f6b7019e94d90,8,1
