referrer,views_total,views_unique
github.com,213,54
forms.clickup.com,29,7
Google,26,10
instill.tech,14,6
linkedin.com,9,2
m.facebook.com,4,4
com.linkedin.android,2,1
stackshare.io,2,1
news.ycombinator.com,1,1
yandex.ru,1,1
