referrer,views_total,views_unique
github.com,281,40
Google,44,14
helm.instill.tech,13,1
in.search.yahoo.com,8,1
l.facebook.com,3,3
forms.clickup.com,3,2
Bing,2,2
app.eraser.io,2,1
instill.tech,2,1
cn.bing.com,1,1
