time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-03 00:00:00+00:00,74,5,130,25
2024-04-04 00:00:00+00:00,13,2,126,25
2024-04-05 00:00:00+00:00,10,4,110,22
2024-04-06 00:00:00+00:00,5,4,24,13
2024-04-07 00:00:00+00:00,25,16,34,21
2024-04-08 00:00:00+00:00,250,16,255,48
2024-04-09 00:00:00+00:00,211,17,412,48
2024-04-10 00:00:00+00:00,98,11,94,30
2024-04-11 00:00:00+00:00,65,4,219,35
2024-04-12 00:00:00+00:00,267,33,119,32
2024-04-13 00:00:00+00:00,14,9,48,22
2024-04-14 00:00:00+00:00,29,11,34,20
2024-04-15 00:00:00+00:00,99,5,359,42
2024-04-16 00:00:00+00:00,23,6,55,27
