url_path,views_total,views_unique
/instill-ai/instill-core,509,305
/instill-ai/instill-core/pulls,42,17
/instill-ai/instill-core/tree/main/charts/core,42,11
/instill-ai/instill-core/tree/main/model-hub,36,14
/instill-ai/instill-core/blob/main/charts/core/values.yaml,28,2
/instill-ai/instill-core/tree/main/configs,27,6
/instill-ai/instill-core/blob/main/README.md,22,7
/instill-ai/instill-core/tree/main/charts/core/templates,21,2
/instill-ai/instill-core/blob/main/configs/prometheus/config.yaml,20,2
/instill-ai/instill-core/blob/main/model-hub/model_hub_gpu.json,18,8
