referrer,views_total,views_unique
github.com,204,52
Google,43,13
helm.instill.tech,31,1
app.eraser.io,24,1
instill.tech,19,4
forms.clickup.com,10,5
t.co,8,2
l.facebook.com,5,1
linkedin.com,3,1
youtube.com,2,1
