referrer,views_total,views_unique
github.com,74,20
news.ycombinator.com,31,22
m.facebook.com,12,10
lm.facebook.com,12,4
t.co,11,10
l.facebook.com,9,5
linkedin.com,9,2
facebook.com,5,5
hn.algolia.com,2,1
git.news,2,1
