referrer,views_total,views_unique
news.ycombinator.com,93,55
stackshare.io,88,63
github.com,71,26
facebook.com,14,13
Google,12,8
instill.tech,11,4
indiehackers.com,6,4
medium.com,5,3
lm.facebook.com,4,4
t.co,3,3
