referrer,views_total,views_unique
github.com,317,50
Google,52,15
instill.tech,17,11
facebook.com,12,11
forms.clickup.com,11,4
m.facebook.com,7,6
linkedin.com,7,6
l.facebook.com,7,5
com.google.android.gm,5,4
cn.bing.com,5,3
