referrer,views_total,views_unique
github.com,160,49
Google,47,16
forms.clickup.com,25,9
instill.tech,22,7
facebook.com,15,15
Bing,7,1
t.co,1,1
m.facebook.com,1,1
youtube.com,1,1
jaimevalero.github.io,1,1
