time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-19 00:00:00+00:00,323,67,130,17
2023-09-20 00:00:00+00:00,82,18,102,29
2023-09-21 00:00:00+00:00,257,34,66,17
2023-09-22 00:00:00+00:00,159,22,34,13
2023-09-23 00:00:00+00:00,15,5,8,6
2023-09-24 00:00:00+00:00,74,12,25,10
2023-09-25 00:00:00+00:00,544,46,103,16
2023-09-26 00:00:00+00:00,499,35,189,26
2023-09-27 00:00:00+00:00,389,47,112,28
2023-09-28 00:00:00+00:00,286,34,51,16
2023-09-29 00:00:00+00:00,109,15,35,9
2023-09-30 00:00:00+00:00,701,76,41,19
2023-10-01 00:00:00+00:00,23,14,96,16
2023-10-02 00:00:00+00:00,18,7,78,29
