url_path,views_total,views_unique
/instill-ai/instill-core,498,317
/instill-ai/instill-core/commits/main,67,4
/instill-ai/instill-core/tree/main/charts/core,54,10
/instill-ai/instill-core/pulls,36,12
/instill-ai/instill-core/blob/main/CHANGELOG.md,25,1
/instill-ai/instill-core/tree/main/release-please,22,5
/instill-ai/instill-core/tree/main/charts/core/templates,18,3
/instill-ai/instill-core/tree/main/charts/core/charts,15,6
/instill-ai/instill-core/blob/main/LICENSE,14,5
/instill-ai/instill-core/blob/main/charts/core/values.yaml,14,1
