referrer,views_total,views_unique
github.com,83,46
com.google.android.gm,68,34
Google,36,18
mail.google.com,32,26
mail.zju.edu.cn,11,1
mail.qq.com,7,6
blog.instill.tech,6,1
youtube.com,6,1
DuckDuckGo,5,2
instill.tech,5,2
