url_path,views_total,views_unique
/instill-ai/vdp,520,388
/instill-ai/vdp/tree/main/charts/vdp,48,13
/instill-ai/vdp/tree/main/release-please,25,9
/instill-ai/vdp/tree/main/charts/vdp/templates,24,6
/instill-ai/vdp/tree/main/charts/vdp/templates/pipeline-backend,18,5
/instill-ai/vdp/blob/main/LICENSE,12,6
/instill-ai/vdp/blob/main/Dockerfile,12,5
/instill-ai/vdp/tree/main/charts/vdp/templates/internal,12,5
/instill-ai/vdp/blob/main/docker-compose.yml,10,4
/instill-ai/vdp/blob/main/charts/vdp/Chart.yaml,10,3
