referrer,views_total,views_unique
github.com,134,52
forms.clickup.com,43,5
Google,23,14
instill.tech,19,9
medium.com,7,2
statics.teams.cdn.office.net,7,2
facebook.com,4,4
linkedin.com,2,2
indiehackers.com,1,1
l.facebook.com,1,1
