url_path,views_total,views_unique
/instill-ai/vdp,553,400
/instill-ai/vdp/tree/main/charts/vdp,56,16
/instill-ai/vdp/tree/main/release-please,31,12
/instill-ai/vdp/tree/main/charts/vdp/templates,26,7
/instill-ai/vdp/tree/main/charts/vdp/templates/pipeline-backend,20,6
/instill-ai/vdp/blob/main/charts/vdp/Chart.yaml,14,4
/instill-ai/vdp/blob/main/docker-compose.yml,12,5
/instill-ai/vdp/blob/main/Dockerfile,12,5
/instill-ai/vdp/tree/main/charts/vdp/templates/internal,12,5
/instill-ai/vdp/blob/main/Makefile,10,4
