referrer,views_total,views_unique
github.com,224,68
Google,76,18
linkedin.com,17,9
facebook.com,15,14
instill.tech,15,9
com.google.android.gm,14,8
l.instagram.com,11,4
m.facebook.com,9,8
l.facebook.com,8,6
mail.qq.com,8,6
