referrer,views_total,views_unique
github.com,139,51
instill.tech,33,8
app.eraser.io,24,1
forms.clickup.com,22,9
Google,21,14
Bing,7,1
l.facebook.com,5,1
t.co,4,2
facebook.com,3,3
linkedin.com,3,1
