time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-29 00:00:00+00:00,73,8,40,11
2023-08-30 00:00:00+00:00,131,5,143,12
2023-08-31 00:00:00+00:00,42,8,36,7
2023-09-01 00:00:00+00:00,18,2,33,12
2023-09-02 00:00:00+00:00,20,2,42,8
2023-09-03 00:00:00+00:00,111,8,104,61
2023-09-04 00:00:00+00:00,37,7,71,27
2023-09-05 00:00:00+00:00,57,8,39,26
2023-09-06 00:00:00+00:00,190,13,83,20
2023-09-07 00:00:00+00:00,83,9,86,21
2023-09-08 00:00:00+00:00,105,15,40,14
2023-09-09 00:00:00+00:00,74,9,53,14
2023-09-10 00:00:00+00:00,45,4,42,10
2023-09-11 00:00:00+00:00,72,17,22,8
