time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-21 00:00:00+00:00,76,37,14,9
2023-05-22 00:00:00+00:00,159,44,34,13
2023-05-23 00:00:00+00:00,278,68,39,15
2023-05-24 00:00:00+00:00,122,68,72,17
2023-05-25 00:00:00+00:00,279,149,31,15
2023-05-26 00:00:00+00:00,430,118,33,13
2023-05-27 00:00:00+00:00,244,104,26,10
2023-05-28 00:00:00+00:00,201,68,43,10
2023-05-29 00:00:00+00:00,213,52,39,15
2023-05-30 00:00:00+00:00,192,48,50,13
2023-05-31 00:00:00+00:00,201,53,67,20
2023-06-01 00:00:00+00:00,219,55,30,11
2023-06-02 00:00:00+00:00,250,49,52,10
2023-06-03 00:00:00+00:00,166,91,13,7
