referrer,views_total,views_unique
github.com,180,58
Google,38,17
forms.clickup.com,10,6
linkedin.com,4,2
yandex.ru,3,2
Bing,2,2
DuckDuckGo,2,2
stackshare.io,1,1
Yahoo,1,1
discuss.airbyte.io,1,1
