referrer,views_total,views_unique
github.com,191,100
com.google.android.gm,108,71
mail.google.com,99,64
Google,56,23
mail.qq.com,34,25
news.ycombinator.com,23,21
intranet.younetco.com,20,1
instill.tech,16,6
mail.163.com,14,7
indiehackers.com,6,1
