url_path,views_total,views_unique
/instill-ai/vdp,187,104
/instill-ai/vdp/actions,45,2
/instill-ai/vdp/tree/main/.github,21,2
/instill-ai/vdp/tree/main/charts/vdp,18,5
/instill-ai/vdp/blob/43368f8031b863d6db123d32c6933704e288d628/.github/workflows/integration-test-console.yml,18,1
/instill-ai/vdp/tree/main/.github/workflows,16,2
/instill-ai/vdp/pulls,13,3
/instill-ai/vdp/tree/main/examples,10,3
/instill-ai/vdp/tree/main/release-please,10,3
/instill-ai/vdp/actions/workflows/integration-test-latest.yml,10,2
