time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-10 00:00:00+00:00,20,5,160,19
2023-08-11 00:00:00+00:00,29,7,31,18
2023-08-12 00:00:00+00:00,2,2,23,7
2023-08-13 00:00:00+00:00,80,45,13,6
2023-08-14 00:00:00+00:00,54,21,30,11
2023-08-15 00:00:00+00:00,30,12,42,17
2023-08-16 00:00:00+00:00,118,7,61,17
2023-08-17 00:00:00+00:00,375,28,208,17
2023-08-18 00:00:00+00:00,81,12,115,14
2023-08-19 00:00:00+00:00,10,9,8,6
2023-08-20 00:00:00+00:00,15,3,21,5
2023-08-21 00:00:00+00:00,5,5,52,16
2023-08-22 00:00:00+00:00,2,2,97,25
2023-08-23 00:00:00+00:00,32,6,60,18
