url_path,views_total,views_unique
/instill-ai/vdp,216,131
/instill-ai/vdp/tree/main/.github,21,4
/instill-ai/vdp/tree/main/.github/workflows,20,4
/instill-ai/vdp/issues,18,11
/instill-ai/vdp/tree/main/model-hub,17,7
/instill-ai/vdp/blob/main/.github/workflows/e2e-test-demo.yml,14,2
/instill-ai/vdp/tree/main/protocol,12,5
/instill-ai/vdp/blob/main/charts/vdp/values.yaml,12,1
/instill-ai/vdp/tree/main/release-please,10,5
/instill-ai/vdp/blob/heiru/ins-778-include-optional-log-services-in-ce-vdp/Makefile,9,3
