referrer,views_total,views_unique
github.com,171,57
Google,78,20
linkedin.com,22,11
instill.tech,18,9
facebook.com,13,12
com.google.android.gm,13,9
l.facebook.com,10,6
m.facebook.com,8,7
mail.qq.com,7,5
libhunt.com,3,2
