time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-07 00:00:00+00:00,62,11,61,24
2023-11-08 00:00:00+00:00,86,11,52,28
2023-11-09 00:00:00+00:00,215,26,44,29
2023-11-10 00:00:00+00:00,132,15,61,31
2023-11-11 00:00:00+00:00,237,35,63,19
2023-11-12 00:00:00+00:00,9,7,46,26
2023-11-13 00:00:00+00:00,119,34,72,39
2023-11-14 00:00:00+00:00,50,12,56,33
2023-11-15 00:00:00+00:00,66,8,58,26
2023-11-16 00:00:00+00:00,46,9,294,32
2023-11-17 00:00:00+00:00,49,7,30,23
2023-11-18 00:00:00+00:00,3,3,31,13
2023-11-19 00:00:00+00:00,11,3,15,11
2023-11-20 00:00:00+00:00,81,14,40,20
