time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-08 00:00:00+00:00,352,63,60,8
2023-07-09 00:00:00+00:00,405,48,198,15
2023-07-10 00:00:00+00:00,84,33,24,12
2023-07-11 00:00:00+00:00,244,91,95,12
2023-07-12 00:00:00+00:00,155,59,89,14
2023-07-13 00:00:00+00:00,172,51,29,11
2023-07-14 00:00:00+00:00,190,24,71,10
2023-07-15 00:00:00+00:00,21,3,52,7
2023-07-16 00:00:00+00:00,27,4,10,9
2023-07-17 00:00:00+00:00,188,13,134,12
2023-07-18 00:00:00+00:00,167,49,14,7
2023-07-19 00:00:00+00:00,280,70,129,31
2023-07-20 00:00:00+00:00,282,28,75,28
2023-07-21 00:00:00+00:00,125,49,143,16
