referrer,views_total,views_unique
github.com,109,49
instill.tech,56,5
Google,22,18
com.google.android.gm,17,17
statics.teams.cdn.office.net,7,3
medium.com,5,1
forms.clickup.com,2,2
indiehackers.com,2,1
mail.rambler.ru,1,1
outlook.live.com,1,1
