referrer,views_total,views_unique
github.com,129,54
forms.clickup.com,99,13
com.google.android.gm,62,10
Google,32,19
l.facebook.com,29,11
facebook.com,17,17
lm.facebook.com,12,4
instill.tech,12,4
m.facebook.com,10,6
pkg.go.dev,7,1
