time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-29 00:00:00+00:00,90,20,123,46
2023-12-30 00:00:00+00:00,16,10,103,42
2023-12-31 00:00:00+00:00,29,9,60,45
2024-01-01 00:00:00+00:00,87,25,58,38
2024-01-02 00:00:00+00:00,335,56,241,80
2024-01-03 00:00:00+00:00,80,14,137,61
2024-01-04 00:00:00+00:00,50,6,90,57
2024-01-05 00:00:00+00:00,193,65,181,46
2024-01-06 00:00:00+00:00,2,2,100,38
2024-01-07 00:00:00+00:00,5,4,117,59
2024-01-08 00:00:00+00:00,24,9,157,59
2024-01-09 00:00:00+00:00,56,10,99,48
2024-01-10 00:00:00+00:00,33,8,126,52
2024-01-11 00:00:00+00:00,49,19,96,35
