url_path,views_total,views_unique
/instill-ai/vdp,229,136
/instill-ai/vdp/tree/main/.github,21,4
/instill-ai/vdp/tree/main/.github/workflows,20,4
/instill-ai/vdp/issues,18,11
/instill-ai/vdp/blob/main/.github/workflows/e2e-test-demo.yml,14,2
/instill-ai/vdp/tree/main/model-hub,13,5
/instill-ai/vdp/blob/heiru/ins-778-include-optional-log-services-in-ce-vdp/Makefile,9,3
/instill-ai/vdp/tree/main/protocol,8,3
/instill-ai/vdp/blob/heiru/ins-778-include-optional-log-services-in-ce-vdp/charts/vdp/values.yaml,8,1
/instill-ai/vdp/blob/main/charts/vdp/values.yaml,8,1
