time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-25 00:00:00+00:00,2.0,2.0,28,14
2023-01-26 00:00:00+00:00,2.0,2.0,68,13
2023-01-27 00:00:00+00:00,6.0,2.0,25,9
2023-01-28 00:00:00+00:00,2.0,2.0,18,10
2023-01-29 00:00:00+00:00,1.0,1.0,18,12
2023-01-30 00:00:00+00:00,53.0,28.0,10,10
2023-01-31 00:00:00+00:00,181.0,96.0,15,12
2023-02-01 00:00:00+00:00,293.0,135.0,106,34
2023-02-02 00:00:00+00:00,172.0,104.0,59,37
2023-02-03 00:00:00+00:00,44.0,36.0,43,25
2023-02-04 00:00:00+00:00,,,38,16
2023-02-05 00:00:00+00:00,7.0,3.0,13,9
2023-02-06 00:00:00+00:00,62.0,7.0,32,15
2023-02-07 00:00:00+00:00,2.0,2.0,58,20
