time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-20 00:00:00+00:00,126,68,20,10
2023-01-21 00:00:00+00:00,252,109,28,10
2023-01-22 00:00:00+00:00,288,112,25,5
2023-01-23 00:00:00+00:00,251,93,48,10
2023-01-24 00:00:00+00:00,40,34,17,9
2023-01-25 00:00:00+00:00,2,2,28,14
2023-01-26 00:00:00+00:00,2,2,68,13
2023-01-27 00:00:00+00:00,6,2,25,9
2023-01-28 00:00:00+00:00,2,2,18,10
2023-01-29 00:00:00+00:00,1,1,18,12
2023-01-30 00:00:00+00:00,53,28,10,10
2023-01-31 00:00:00+00:00,181,96,15,12
2023-02-01 00:00:00+00:00,293,135,106,34
2023-02-02 00:00:00+00:00,162,99,57,36
