time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-05 00:00:00+00:00,184,96,89,17
2023-06-06 00:00:00+00:00,225,107,47,24
2023-06-07 00:00:00+00:00,237,92,53,20
2023-06-08 00:00:00+00:00,100,47,49,24
2023-06-09 00:00:00+00:00,159,48,29,7
2023-06-10 00:00:00+00:00,173,81,53,15
2023-06-11 00:00:00+00:00,475,147,11,10
2023-06-12 00:00:00+00:00,332,169,77,23
2023-06-13 00:00:00+00:00,327,139,45,18
2023-06-14 00:00:00+00:00,323,133,69,17
2023-06-15 00:00:00+00:00,374,137,31,14
2023-06-16 00:00:00+00:00,188,92,26,13
2023-06-17 00:00:00+00:00,124,53,29,17
2023-06-18 00:00:00+00:00,42,17,17,5
