referrer,views_total,views_unique
github.com,214,69
instill.tech,49,8
Google,38,20
com.google.android.gm,8,6
crowd.mailchimp.com,7,2
Bing,4,2
forms.clickup.com,3,3
l.facebook.com,3,1
medium.com,2,2
DuckDuckGo,1,1
