referrer,views_total,views_unique
github.com,289,49
Google,24,15
instill.tech,24,11
facebook.com,8,8
forms.clickup.com,8,2
l.facebook.com,3,3
linkedin.com,3,3
t.co,3,1
com.linkedin.android,2,2
m.facebook.com,2,1
