time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-09 00:00:00+00:00,7,7,282,151
2022-11-10 00:00:00+00:00,4,4,202,122
2022-11-11 00:00:00+00:00,7,6,126,78
2022-11-12 00:00:00+00:00,5,3,73,47
2022-11-13 00:00:00+00:00,1,1,39,32
2022-11-14 00:00:00+00:00,4,3,114,44
2022-11-15 00:00:00+00:00,1,1,53,28
2022-11-16 00:00:00+00:00,4,4,116,60
2022-11-17 00:00:00+00:00,4,4,156,76
2022-11-18 00:00:00+00:00,7,5,138,71
2022-11-19 00:00:00+00:00,45,34,61,49
2022-11-20 00:00:00+00:00,123,60,40,23
2022-11-21 00:00:00+00:00,131,63,136,47
2022-11-22 00:00:00+00:00,45,32,121,69
