referrer,views_total,views_unique
Google,106,16
github.com,97,58
forms.clickup.com,17,2
mail.qq.com,17,1
instill.tech,16,5
com.google.android.gm,7,7
linkedin.com,6,3
Bing,2,2
youtube.com,2,1
facebook.com,2,1
