url_path,views_total,views_unique
/instill-ai/instill-core,569,351
/instill-ai/instill-core/commits/main,69,5
/instill-ai/instill-core/tree/main/charts/core,60,13
/instill-ai/instill-core/pulls,37,13
/instill-ai/instill-core/blob/main/CHANGELOG.md,27,1
/instill-ai/instill-core/tree/main/charts/core/templates,20,4
/instill-ai/instill-core/tree/main/charts/core/charts,15,6
/instill-ai/instill-core/tree/main/release-please,15,5
/instill-ai/instill-core/tree/main/configs,14,6
/instill-ai/instill-core/blob/main/LICENSE,14,5
