referrer,views_total,views_unique
github.com,140,37
Google,51,17
forms.clickup.com,19,8
instill.tech,17,8
facebook.com,15,15
m.facebook.com,7,3
Bing,7,1
linkedin.com,5,4
l.facebook.com,3,2
medium.com,3,2
