time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-14 00:00:00+00:00,64,30,427,248
2023-02-15 00:00:00+00:00,64,13,88,48
2023-02-16 00:00:00+00:00,256,82,70,27
2023-02-17 00:00:00+00:00,226,72,147,37
2023-02-18 00:00:00+00:00,74,45,24,20
2023-02-19 00:00:00+00:00,103,27,106,17
2023-02-20 00:00:00+00:00,4,4,130,26
2023-02-21 00:00:00+00:00,40,10,50,16
2023-02-22 00:00:00+00:00,29,4,57,20
2023-02-23 00:00:00+00:00,87,13,72,14
2023-02-24 00:00:00+00:00,35,11,71,30
2023-02-25 00:00:00+00:00,259,126,14,11
2023-02-26 00:00:00+00:00,280,110,28,14
2023-02-27 00:00:00+00:00,418,134,34,18
