referrer,views_total,views_unique
github.com,259,74
Google,63,21
forms.clickup.com,31,6
mail.google.com,14,1
com.google.android.gm,11,9
instill.tech,6,4
crowd.mailchimp.com,4,2
m.facebook.com,3,2
mail.zoho.com,2,1
one-tab.com,1,1
